"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"08025","0","10","70","0","2019","1","","Crowley County, Colorado","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",59,1101,1086,1076,11125679,5874548,68712,787,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-6,-9.2,-20,-1.8,-33,-2.9,-41,-3.7,43020,0.4,-14035,-0.2,-2258,-3.2,25,3.3
"08025","0","10","70","0","2019","2","","Crowley County, Colorado","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",60,1081,1064,1080,9932704,3411663,35411,711,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-4,-6.2,-23,-2.1,-40,-3.6,-8,-0.7,466910,4.9,-13393,-0.4,-1129,-3.1,48,7.2
"08025","1","10","71","0","2019","1","","Crowley County, Colorado","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",4,10,10,9,85413,0,0,680,"",11.51,0.47,0.48,0.44,0.31,0.00,0.00,0.67,"",0,0.0,0,0.0,0,0.0,-1,-10.0,1316,1.6,0,0.0,0,0.0,33,5.1
"08025","1","10","71","0","2019","2","","Crowley County, Colorado","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",4,10,10,10,104428,0,0,803,"",11.42,0.49,0.50,0.49,0.37,0.00,0.00,0.76,"",0,0.0,1,11.1,1,11.1,1,11.1,8049,8.4,0,0.0,0,0.0,-21,-2.5
"08025","1","102","72","0","2019","1","","Crowley County, Colorado","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",4,10,10,9,85413,0,0,680,"",11.53,0.48,0.49,0.45,0.32,0.00,0.00,0.67,"",0,0.0,0,0.0,0,0.0,-1,-10.0,1316,1.6,0,0.0,0,0.0,33,5.1
"08025","1","102","72","0","2019","2","","Crowley County, Colorado","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",4,10,10,10,104428,0,0,803,"",11.45,0.50,0.51,0.50,0.38,0.00,0.00,0.76,"",0,0.0,1,11.1,1,11.1,1,11.1,8049,8.4,0,0.0,0,0.0,-21,-2.5
"08025","1","1021","73","0","2019","1","","Crowley County, Colorado","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",4,10,10,9,85413,0,0,680,"",22.85,1.96,1.99,1.82,1.74,0.00,0.00,0.91,"",0,0.0,0,0.0,0,0.0,-1,-10.0,1316,1.6,0,0.0,0,0.0,33,5.1
"08025","1","1021","73","0","2019","2","","Crowley County, Colorado","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",4,10,10,10,104428,0,0,803,"",22.65,2.03,2.07,2.04,2.02,0.00,0.00,0.99,"",0,0.0,1,11.1,1,11.1,1,11.1,8049,8.4,0,0.0,0,0.0,-21,-2.5
"08025","1","48-49","74","0","2019","1","","Crowley County, Colorado","Federal Government","NAICS 48-49 Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",4,10,10,9,85413,0,0,680,"",23.48,2.14,2.18,1.98,1.87,0.00,0.00,0.89,"",0,0.0,0,0.0,0,0.0,-1,-10.0,1316,1.6,0,0.0,0,0.0,33,5.1
"08025","1","48-49","74","0","2019","2","","Crowley County, Colorado","Federal Government","NAICS 48-49 Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",4,10,10,10,104428,0,0,803,"",23.29,2.21,2.25,2.23,2.16,0.00,0.00,0.97,"",0,0.0,1,11.1,1,11.1,1,11.1,8049,8.4,0,0.0,0,0.0,-21,-2.5
