"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"09007","0","10","70","0","2019","1","","Middlesex County, Connecticut","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",5449,67536,67384,67669,987251757,470219573,14728922,1125,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",183,3.5,983,1.5,886,1.3,873,1.3,44428884,4.7,18476673,4.1,176055,1.2,36,3.3
"09007","0","10","70","0","2019","2","","Middlesex County, Connecticut","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",5497,68966,70577,71582,980081755,178138837,6005301,1071,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",179,3.4,1020,1.5,1240,1.8,696,1.0,46213879,4.9,-2999225,-1.7,-304224,-4.8,36,3.5
"09007","1","10","71","0","2019","1","","Middlesex County, Connecticut","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",33,382,374,380,5435498,0,0,1104,"",1.03,0.30,0.29,0.29,0.22,0.00,0.00,0.76,"",-1,-2.9,-6,-1.5,5,1.4,5,1.3,145581,2.8,0,0.0,0,0.0,26,2.4
"09007","1","10","71","0","2019","2","","Middlesex County, Connecticut","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",33,385,388,394,5870809,0,0,1161,"",1.03,0.29,0.29,0.29,0.21,0.00,0.00,0.73,"",-1,-2.9,8,2.1,10,2.6,9,2.3,-18603,-0.3,0,0.0,0,0.0,-31,-2.6
"09007","1","102","72","0","2019","1","","Middlesex County, Connecticut","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",33,382,374,380,5435498,0,0,1104,"",1.03,0.30,0.30,0.30,0.23,0.00,0.00,0.76,"",-1,-2.9,-6,-1.5,5,1.4,5,1.3,145581,2.8,0,0.0,0,0.0,26,2.4
"09007","1","102","72","0","2019","2","","Middlesex County, Connecticut","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",33,385,388,394,5870809,0,0,1161,"",1.03,0.30,0.30,0.30,0.22,0.00,0.00,0.73,"",-1,-2.9,8,2.1,10,2.6,9,2.3,-18603,-0.3,0,0.0,0,0.0,-31,-2.6
"09007","1","1021","73","0","2019","1","","Middlesex County, Connecticut","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",21,298,288,292,3852038,0,0,1012,"",1.30,0.95,0.93,0.94,0.89,0.00,0.00,0.94,"",0,0.0,-5,-1.7,2,0.7,-2,-0.7,92977,2.5,0,0.0,0,0.0,30,3.1
"09007","1","1021","73","0","2019","2","","Middlesex County, Connecticut","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",21,298,299,302,4293594,0,0,1102,"",1.30,0.95,0.93,0.93,0.84,0.00,0.00,0.90,"",0,0.0,1,0.3,1,0.3,1,0.3,-134330,-3.0,0,0.0,0,0.0,-38,-3.3
"09007","1","1028","73","0","2019","1","","Middlesex County, Connecticut","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",12,84,86,88,1583460,0,0,1416,"",0.93,0.12,0.12,0.13,0.11,0.00,0.00,0.87,"",-1,-7.7,-1,-1.2,3,3.6,7,8.6,52604,3.4,0,0.0,0,0.0,-3,-0.2
"09007","1","1028","73","0","2019","2","","Middlesex County, Connecticut","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",12,87,89,92,1577215,0,0,1358,"",0.93,0.12,0.12,0.12,0.10,0.00,0.00,0.77,"",-1,-7.7,7,8.8,9,11.2,8,9.5,115727,7.9,0,0.0,0,0.0,-24,-1.7
