"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"02188","0","10","70","0","2019","1","","Northwest Arctic Borough, Alaska","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",165,2746,2813,2826,56019458,43045762,652450,1542,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,3.1,67,2.5,94,3.5,87,3.2,4751767,9.3,3564890,9.0,-426870,-39.5,88,6.1
"02188","0","10","70","0","2019","2","","Northwest Arctic Borough, Alaska","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",165,2837,2901,2908,52591100,21908451,335831,1404,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,3.1,35,1.2,56,2.0,149,5.4,2713691,5.4,21202,0.1,-302545,-47.4,35,2.6
"02188","1","10","71","0","2019","1","","Northwest Arctic Borough, Alaska","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",14,49,50,50,784435,0,0,1215,"",14.40,0.93,0.93,0.93,0.57,0.00,0.00,0.61,"",1,7.7,13,36.1,15,42.9,15,42.9,247824,46.2,0,0.0,0,0.0,47,4.0
"02188","1","10","71","0","2019","2","","Northwest Arctic Borough, Alaska","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",14,49,51,54,756747,0,0,1134,"",14.54,0.91,0.93,0.98,0.51,0.00,0.00,0.54,"",0,0.0,-2,-3.9,-3,-5.6,-5,-8.5,-62324,-7.6,0,0.0,0,0.0,-19,-1.6
"02188","1","102","72","0","2019","1","","Northwest Arctic Borough, Alaska","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",14,49,50,50,784435,0,0,1215,"",14.44,0.95,0.95,0.95,0.58,0.00,0.00,0.61,"",1,7.7,13,36.1,15,42.9,15,42.9,247824,46.2,0,0.0,0,0.0,47,4.0
"02188","1","102","72","0","2019","2","","Northwest Arctic Borough, Alaska","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",14,49,51,54,756747,0,0,1134,"",14.57,0.93,0.95,1.00,0.52,0.00,0.00,0.54,"",0,0.0,-2,-3.9,-3,-5.6,-5,-8.5,-62324,-7.6,0,0.0,0,0.0,-19,-1.6
"02188","1","1021","73","0","2019","1","","Northwest Arctic Borough, Alaska","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",10,19,19,19,159389,0,0,645,"",20.42,1.50,1.46,1.46,0.65,0.00,0.00,0.44,"",0,0.0,4,26.7,5,35.7,5,35.7,28570,21.8,0,0.0,0,0.0,-57,-8.1
"02188","1","1021","73","0","2019","2","","Northwest Arctic Borough, Alaska","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",10,20,20,18,186330,0,0,741,"",20.60,1.54,1.52,1.37,0.68,0.00,0.00,0.46,"",0,0.0,3,17.6,4,25.0,2,12.5,30222,19.4,0,0.0,0,0.0,6,0.8
"02188","1","1024","73","0","2019","1","","Northwest Arctic Borough, Alaska","Federal Government","1024 Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",1,1,1,1,13527,0,0,1041,"",42.18,0.80,0.78,0.78,0.36,0.00,0.00,0.46,"",0,0.0,-1,-50.0,-1,-50.0,-1,-50.0,-15264,-53.0,0,0.0,0,0.0,-66,-6.0
"02188","1","1024","73","0","2019","2","","Northwest Arctic Borough, Alaska","Federal Government","1024 Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"",42.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,-2,-100.0,-1,-100.0,-1,-100.0,-17410,-100.0,0,0.0,0,0.0,-1004,-100.0
"02188","1","1026","73","0","2019","1","","Northwest Arctic Borough, Alaska","Federal Government","1026 Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",1,11,11,11,230852,0,0,1614,"",40.46,13.06,12.64,12.55,16.86,0.00,0.00,1.32,"",0,0.0,0,0.0,0,0.0,0,0.0,493,0.2,0,0.0,0,0.0,3,0.2
"02188","1","1026","73","0","2019","2","","Northwest Arctic Borough, Alaska","Federal Government","1026 Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",1,10,13,14,225743,0,0,1408,"",41.01,11.28,13.24,13.71,16.03,0.00,0.00,1.25,"",0,0.0,-3,-23.1,-4,-23.5,-4,-22.2,-55199,-19.6,0,0.0,0,0.0,57,4.2
"02188","1","1028","73","0","2019","1","","Northwest Arctic Borough, Alaska","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",2,18,19,19,380667,0,0,1569,"",5.10,0.63,0.65,0.65,0.45,0.00,0.00,0.70,"",1,100.0,10,125.0,11,137.5,11,137.5,234025,159.6,0,0.0,0,0.0,159,11.3
"02188","1","1028","73","0","2019","2","","Northwest Arctic Borough, Alaska","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",2,19,18,22,344674,0,0,1348,"",5.15,0.65,0.61,0.74,0.39,0.00,0.00,0.58,"",0,0.0,0,0.0,-2,-10.0,-2,-8.3,-19937,-5.5,0,0.0,0,0.0,12,0.9
"02188","1","48-49","74","0","2019","1","","Northwest Arctic Borough, Alaska","Federal Government","NAICS 48-49 Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",10,19,19,19,159389,0,0,645,"",20.99,1.63,1.60,1.59,0.69,0.00,0.00,0.43,"",0,0.0,4,26.7,5,35.7,5,35.7,28570,21.8,0,0.0,0,0.0,-57,-8.1
"02188","1","48-49","74","0","2019","2","","Northwest Arctic Borough, Alaska","Federal Government","NAICS 48-49 Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",10,20,20,18,186330,0,0,741,"",21.17,1.68,1.65,1.49,0.73,0.00,0.00,0.45,"",0,0.0,3,17.6,4,25.0,2,12.5,30222,19.4,0,0.0,0,0.0,6,0.8
"02188","1","491","75","0","2019","1","","Northwest Arctic Borough, Alaska","Federal Government","NAICS 491 Postal service","County, NAICS 3-digit -- by ownership sector","All establishment sizes",10,19,19,19,159389,0,0,645,"",21.13,1.67,1.63,1.63,0.73,0.00,0.00,0.44,"",0,0.0,4,26.7,5,35.7,5,35.7,28570,21.8,0,0.0,0,0.0,-57,-8.1
"02188","1","491","75","0","2019","2","","Northwest Arctic Borough, Alaska","Federal Government","NAICS 491 Postal service","County, NAICS 3-digit -- by ownership sector","All establishment sizes",10,20,20,18,186330,0,0,741,"",21.30,1.72,1.69,1.52,0.76,0.00,0.00,0.46,"",0,0.0,3,17.6,4,25.0,2,12.5,30222,19.4,0,0.0,0,0.0,6,0.8
"02188","1","4911","76","0","2019","1","","Northwest Arctic Borough, Alaska","Federal Government","NAICS 4911 Postal service","County, NAICS 4-digit -- by ownership sector","All establishment sizes",10,19,19,19,159389,0,0,645,"",21.13,1.67,1.63,1.63,0.73,0.00,0.00,0.44,"",0,0.0,4,26.7,5,35.7,5,35.7,28570,21.8,0,0.0,0,0.0,-57,-8.1
"02188","1","4911","76","0","2019","2","","Northwest Arctic Borough, Alaska","Federal Government","NAICS 4911 Postal service","County, NAICS 4-digit -- by ownership sector","All establishment sizes",10,20,20,18,186330,0,0,741,"",21.30,1.72,1.69,1.52,0.76,0.00,0.00,0.46,"",0,0.0,3,17.6,4,25.0,2,12.5,30222,19.4,0,0.0,0,0.0,6,0.8
"02188","1","49111","77","0","2019","1","","Northwest Arctic Borough, Alaska","Federal Government","NAICS 49111 Postal service","County, NAICS 5-digit -- by ownership sector","All establishment sizes",10,19,19,19,159389,0,0,645,"",21.13,1.67,1.63,1.63,0.73,0.00,0.00,0.44,"",0,0.0,4,26.7,5,35.7,5,35.7,28570,21.8,0,0.0,0,0.0,-57,-8.1
"02188","1","49111","77","0","2019","2","","Northwest Arctic Borough, Alaska","Federal Government","NAICS 49111 Postal service","County, NAICS 5-digit -- by ownership sector","All establishment sizes",10,20,20,18,186330,0,0,741,"",21.30,1.72,1.69,1.52,0.76,0.00,0.00,0.46,"",0,0.0,3,17.6,4,25.0,2,12.5,30222,19.4,0,0.0,0,0.0,6,0.8
"02188","1","491110","78","0","2019","1","","Northwest Arctic Borough, Alaska","Federal Government","NAICS 491110 Postal service","County, NAICS 6-digit -- by ownership sector","All establishment sizes",10,19,19,19,159389,0,0,645,"",21.13,1.67,1.63,1.63,0.73,0.00,0.00,0.44,"",0,0.0,4,26.7,5,35.7,5,35.7,28570,21.8,0,0.0,0,0.0,-57,-8.1
"02188","1","491110","78","0","2019","2","","Northwest Arctic Borough, Alaska","Federal Government","NAICS 491110 Postal service","County, NAICS 6-digit -- by ownership sector","All establishment sizes",10,20,20,18,186330,0,0,741,"",21.30,1.72,1.69,1.52,0.76,0.00,0.00,0.46,"",0,0.0,3,17.6,4,25.0,2,12.5,30222,19.4,0,0.0,0,0.0,6,0.8
"02188","1","54","74","0","2019","1","","Northwest Arctic Borough, Alaska","Federal Government","NAICS 54 Professional and technical services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,1,1,1,13527,0,0,1041,"",47.20,0.82,0.80,0.80,0.37,0.00,0.00,0.45,"",0,0.0,-1,-50.0,-1,-50.0,-1,-50.0,-15264,-53.0,0,0.0,0,0.0,-66,-6.0
