"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"08007","0","10","70","0","2019","1","","Archuleta County, Colorado","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",586,4076,4008,4077,36319205,28575787,345395,689,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-9,-1.5,84,2.1,5,0.1,-9,-0.2,1505904,4.3,782792,2.8,9596,2.9,24,3.6
"08007","0","10","70","0","2019","2","","Archuleta County, Colorado","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",596,4101,4307,4470,37298943,20522155,240740,668,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,0.7,5,0.1,13,0.3,-78,-1.7,1389075,3.9,744507,3.8,13835,6.1,27,4.2
"08007","1","10","71","0","2019","1","","Archuleta County, Colorado","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",4,32,35,33,467809,0,0,1080,"",1.16,0.41,0.46,0.42,0.52,0.00,0.00,1.22,"",0,0.0,2,6.7,3,9.4,2,6.5,-20842,-4.3,0,0.0,0,0.0,-133,-11.0
"08007","1","10","71","0","2019","2","","Archuleta County, Colorado","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",4,38,62,69,684897,0,0,935,"",1.15,0.49,0.76,0.81,0.65,0.00,0.00,0.94,"",0,0.0,4,11.8,14,29.2,6,9.5,55000,8.7,0,0.0,0,0.0,-67,-6.7
"08007","1","102","72","0","2019","1","","Archuleta County, Colorado","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",4,32,35,33,467809,0,0,1080,"",1.16,0.42,0.46,0.43,0.53,0.00,0.00,1.21,"",0,0.0,2,6.7,3,9.4,2,6.5,-20842,-4.3,0,0.0,0,0.0,-133,-11.0
"08007","1","102","72","0","2019","2","","Archuleta County, Colorado","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",4,38,62,69,684897,0,0,935,"",1.15,0.50,0.77,0.83,0.66,0.00,0.00,0.94,"",0,0.0,4,11.8,14,29.2,6,9.5,55000,8.7,0,0.0,0,0.0,-67,-6.7
"08007","1","1021","73","0","2019","1","","Archuleta County, Colorado","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",2,8,8,8,116277,0,0,1118,"",1.15,0.42,0.43,0.43,0.73,0.00,0.00,1.70,"",0,0.0,1,14.3,0,0.0,0,0.0,-2933,-2.5,0,0.0,0,0.0,-78,-6.5
"08007","1","1021","73","0","2019","2","","Archuleta County, Colorado","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",2,8,9,8,148125,0,0,1367,"",1.14,0.43,0.46,0.40,0.76,0.00,0.00,1.79,"",0,0.0,-1,-11.1,0,0.0,-1,-11.1,13710,10.2,0,0.0,0,0.0,218,19.0
"08007","1","1028","73","0","2019","1","","Archuleta County, Colorado","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",2,24,27,25,351532,0,0,1067,"",1.44,0.57,0.65,0.59,0.64,0.00,0.00,1.07,"",0,0.0,1,4.3,3,12.5,2,8.7,-17909,-4.8,0,0.0,0,0.0,-151,-12.4
"08007","1","1028","73","0","2019","2","","Archuleta County, Colorado","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",2,30,53,61,536772,0,0,860,"",1.43,0.71,1.20,1.33,0.85,0.00,0.00,0.78,"",0,0.0,5,20.0,14,35.9,7,13.0,41290,8.3,0,0.0,0,0.0,-109,-11.2
